Unnamed: 0,course_name,course_url,course_photo,course_level,course_effort,course_length,course_language,course_subtitle,course_price,course_partner,university_link,course_enrollments,subject,title,rating,number_of_ratings,number_of_students,price
2916,Economic Democracy:The CooperativeAlternative…,https://www.edx.org/course/economic-democracy-the-cooperative-alternative,https://prod-discovery.edx-cdn.org/media/course/image/cb401314-0d40-440c-b658-3eb5521634dc-96b281ec1ab1.jpg,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['The University of Edinburgh'],['https://www.edx.org/school/edinburghx'],not-mentioned,Economics & Finance,EdinburghX: Economic Democracy: The Cooperative Alternative,None,None,Unknown,49
2917,Cooperatives andProducer Companies…,https://www.edx.org/course/cooperatives-and-producer-companies,https://prod-discovery.edx-cdn.org/media/course/image/30f7ce53-5f5c-48cf-a616-7bdb035b5aad-78ca2ded05b8.jpg,['Introductory'],['2–3 hours per week'],['3 Weeks'],['English'],['English'],['$49 USD'],['Indian Institute of Management Bangalore'],['https://www.edx.org/school/iimbx'],not-mentioned,Social Sciences,IIMBx: Cooperatives and Producer Companies,None,None,Unknown,49
2918,COVID-19 & Society:Inequality in GlobalPandemics…,https://www.edx.org/course/covid-19-society,https://prod-discovery.edx-cdn.org/media/course/image/7f76d2ec-b176-4082-9039-1d1c2edccf09-6091e00a5b07.png,['Introductory'],['1–2 hours per week'],['5 Weeks'],['English'],"['English', 'English']",[],['University of British Columbia'],['https://www.edx.org/school/ubcx'],not-mentioned,Social Sciences,UBCx: COVID-19 & Society: Inequality in Global Pandemics,None,None,Unknown,Unknown
2919,Wiretaps to Big Data:Privacy and Surveillancein the Age of Interconne……,https://www.edx.org/course/wiretaps-to-big-data-privacy-and-surveillance-in-t,https://prod-discovery.edx-cdn.org/media/course/image/1a0b5fad-26d0-4f10-9e11-b14763cbb55e-373fb565e962.jpg,['Introductory'],['3–4 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],['Cornell University'],['https://www.edx.org/school/cornellx'],not-mentioned,Social Sciences,CornellX: Wiretaps to Big Data: Privacy and Surveillance in the Age of Interconnection,None,None,Unknown,49
2920,大学生职业素养提升 | Enhancing YourCareer Competencies…,https://www.edx.org/course/enhancing-your-career-competencies,https://prod-discovery.edx-cdn.org/media/course/image/72bf4de0-1761-4422-9752-81c924f15b91-de85abd9c9c9.jpg,['Introductory'],['2–3 hours per week'],['8 Weeks'],['中文'],"['English, 中文']",['$49 USD'],['Peking University'],['https://www.edx.org/school/pekingx'],not-mentioned,Social Sciences,PekingX: 大学生职业素养提升 | Enhancing Your Career Competencies,None,None,Unknown,49
2921,Hacer las Paces enColombia…,https://www.edx.org/course/hacer-las-paces-en-colombia,https://prod-discovery.edx-cdn.org/media/course/image/074860f6-3e22-42ec-971f-7686e1d452fc-2e1eed2b27ee.jpg,['Introductory'],[],['5 Weeks'],['Español'],"['Español', 'Español']",['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],not-mentioned,Social Sciences,JaverianaX: Hacer las Paces en Colombia,None,None,Unknown,49
2922,"Belong / Appartenir:Community, Race, andSpace in the U.S. and Fr……",https://www.edx.org/course/belong-appartenir-community-race-and-space-in-the,https://prod-discovery.edx-cdn.org/media/course/image/774328b5-3158-4e19-8f8f-12103523db24-fc0b685e4f6b.png,['Introductory'],['2–4 hours per week'],['2 Weeks'],['English'],"['English, Français']",['$29 USD'],['Davidson College'],['https://www.edx.org/school/davidsonx'],not-mentioned,Social Sciences,"DavidsonX: Belong / Appartenir: Community, Race, and Space in the U.S. and France",None,None,Unknown,29
2923,US Voting Access andFraud…,https://www.edx.org/course/us-voting-access-and-fraud,https://prod-discovery.edx-cdn.org/media/course/image/189c0320-74fc-4eef-8319-01a3c745dd86-5bb24ea5f82c.jpg,['Introductory'],[],['2 Weeks'],['English'],"['English', 'English']",['$29 USD'],['Davidson College'],['https://www.edx.org/school/davidsonx'],not-mentioned,Social Sciences,DavidsonX: US Voting Access and Fraud,None,None,Unknown,29
2924,Social Learning for SocialImpact…,https://www.edx.org/course/social-learning-for-social-impact,https://prod-discovery.edx-cdn.org/media/course/image/d50b5c7f-ae81-41a3-9437-66abd08fd4e3-bfde6f0bccb4.jpg,['Introductory'],[],['4 Weeks'],['English'],"['English', 'English']",[],['McGill'],['https://www.edx.org/school/mcgillx'],not-mentioned,Social Sciences,McGillX: Social Learning for Social Impact,None,None,Unknown,Unknown
2925,Solving Public PolicyProblems: UC Berkeley’sEightfold Path…,https://www.edx.org/course/solving-public-policy-problems-uc-berkeleys-eightf,https://prod-discovery.edx-cdn.org/media/course/image/5d7fa90f-7518-44be-b477-f27c54f697bb-61d4ee604c7c.jpg,['Introductory'],['3–4 hours per week'],['6 Weeks'],['English'],['English'],['$49 USD'],"['University of California, Berkeley']",['https://www.edx.org/school/uc-berkeleyx'],not-mentioned,None,None,None,None,None,None
2926,Data Analysis for SocialScientists…,https://www.edx.org/course/data-analysis-for-social-scientists,https://prod-discovery.edx-cdn.org/media/course/image/45c94798-fd5c-4a24-af5c-174c78b4914b-2dcef2ce9d48.jpg,['Advanced'],['12–14 hours per week'],['11 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"101,527",None,None,None,None,None,None
2927,Political Economy andEconomic Development…,https://www.edx.org/course/political-economy-and-economic-development,https://prod-discovery.edx-cdn.org/media/course/image/828f0cbc-e5a1-47a9-add7-c139a18da243-9e5d259f9b38.jpg,['Advanced'],['12–14 hours per week'],['11 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"12,713",None,None,None,None,None,None
2928,Designing and RunningRandomized Evaluations…,https://www.edx.org/course/designing-and-running-randomized-evaluations,https://prod-discovery.edx-cdn.org/media/course/image/b729e0ff-097e-4f6d-8cad-27ac3a861ab7-76be16ecad83.jpg,['Intermediate'],['12–14 hours per week'],['12 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"27,955",None,None,None,None,None,None
2929,The Challenges of GlobalPoverty…,https://www.edx.org/course/the-challenges-of-global-poverty,https://prod-discovery.edx-cdn.org/media/course/image/bb00d394-51a5-4f4b-b621-680f556f7140-bb74fbe4fbe3.jpg,['Introductory'],['12–14 hours per week'],['11 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"93,006",None,None,None,None,None,None
2930,Foundations ofDevelopment Policy…,https://www.edx.org/course/foundations-of-development-policy,https://prod-discovery.edx-cdn.org/media/course/image/eb81aee5-d2c6-4c81-9bea-1d16893f0c84-bd82f350559b.jpg,['Advanced'],['12–14 hours per week'],['11 Weeks'],['English'],"['English', 'English']",[],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"36,603",None,None,None,None,None,None
2931,Financial Market Analysis…,https://www.edx.org/course/financial-market-analysis,https://prod-discovery.edx-cdn.org/media/course/image/a7b81597-0819-4c7e-bb96-d3681c702b1a-40a4c9708cee.png,['Intermediate'],['8–10 hours per week'],['7 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"39,760",Economics & Finance,IMFx: Financial Market Analysis,4.6,19,84291,25
2932,Introducción a lainversión bursátil…,https://www.edx.org/course/introduccion-a-la-inversion-bursatil,https://prod-discovery.edx-cdn.org/media/course/image/ee542ade-2550-45ab-b06a-9316676a90bb-1d8aaa99c2ca.jpg,['Introductory'],['3–4 hours per week'],['2 Weeks'],['Español'],['Español'],['$50 USD'],['Universitat Politècnica de Valencia'],['https://www.edx.org/school/upvalenciax'],"66,479",Economics & Finance,UPValenciaX: Introducción a la inversión bursátil,4.0,11,102557,39
2933,AP® Microeconomics…,https://www.edx.org/course/ap-microeconomics,https://prod-discovery.edx-cdn.org/media/course/image/a086516d-a287-4d49-8af7-b8b1ecb5dd33-03cdecc5e8f5.jpg,['Introductory'],['3–4 hours per week'],['12 Weeks'],['English'],['English'],['$49 USD'],['Massachusetts Institute of Technology'],['https://www.edx.org/school/mitx'],"55,206",None,None,None,None,None,None
2934,"AsociacionesPúblico-Privadas: Retos,lecciones aprendidas y……",https://www.edx.org/course/asociaciones-publico-privadas-implementando-soluci,https://prod-discovery.edx-cdn.org/media/course/image/12409817-8dd1-4433-8173-4bce0ecf1de9-afdb62599510.png,['Introductory'],['5–6 hours per week'],['10 Weeks'],['Español'],['Español'],['$25 USD'],['Inter-American Development Bank'],['https://www.edx.org/school/idbx'],"51,483",Economics & Finance,"IDBx: Asociaciones Público-Privadas: Retos, lecciones aprendidas y soluciones innovadoras en América Latina y el Caribe",4.9,10,59632,25
2935,Trading - Fundamentalsof Technical Analysis…,https://www.edx.org/course/trading-fundamentals-of-technical-analysis,https://prod-discovery.edx-cdn.org/media/course/image/c34bc1e3-858b-4b4f-84c6-0a1d5a51d48d-1cc485f6a05f.jpeg,['Introductory'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$199 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"5,691",Economics & Finance,NYIF: Trading - Fundamentals of Technical Analysis,None,None,66068,199
2936,Introducción a lasfinanzas: Principios devaloración…,https://www.edx.org/course/introduccion-a-las-finanzas-principios-de-valoraci,https://prod-discovery.edx-cdn.org/media/course/image/af903afe-7dca-4e53-9094-c4270e016a47-05d0a40d68a9.jpg,['Intermediate'],['6–10 hours per week'],['4 Weeks'],['Español'],['Español'],['$49 USD'],['Universidad del Rosario'],['https://www.edx.org/school/urosariox'],"18,171",Economics & Finance,URosarioX: Introducción a las finanzas: Principios de valoración,None,None,35056,19
2937,Public FinancialManagement…,https://www.edx.org/course/public-financial-management,https://prod-discovery.edx-cdn.org/media/course/image/dcf8af73-467a-4e19-ae8c-b9a0a72e9f39-82fd801c4c60.jpg,['Intermediate'],['4–6 hours per week'],['8 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"24,003",Economics & Finance,IMFx: Public Financial Management,4.7,39,43042,25
2938,Uso efectivo del tiempo…,https://www.edx.org/course/uso-efectivo-del-tiempo,https://prod-discovery.edx-cdn.org/media/course/image/b81e3ab4-23f8-47cf-b401-04367fbcb63f-49348bc6361e.jpg,['Introductory'],['6–8 hours per week'],['6 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],"7,777",Economics & Finance,JaverianaX: Uso efectivo del tiempo,None,None,Unknown,49
2939,"Financial Programmingand Policies, Part 1:Macroeconomic Accoun……",https://www.edx.org/course/financial-programming-and-policies-part-1-macroeco,https://prod-discovery.edx-cdn.org/media/course/image/d9a36013-a7f0-446b-9be0-39ac52c45570-34fc3af32ed7.jpg,['Intermediate'],['8–10 hours per week'],['6 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"31,722",Economics & Finance,"IMFx: Financial Programming and Policies, Part 1: Macroeconomic Accounts & Analysis",4.3,15,46683,25
2940,Introducción aMatemáticas paraFinanzas y Negocios…,https://www.edx.org/course/introduccion-a-matematicas-para-finanzas-y-negocios,https://prod-discovery.edx-cdn.org/media/course/image/08ec8100-90a5-489d-9030-6108e622c778-42cdcc20ffcc.jpeg,['Advanced'],['5–8 hours per week'],['5 Weeks'],['Español'],['Español'],['$49.99 USD'],['Tecnológico de Monterrey'],['https://www.edx.org/school/tecnologico-de-monterrey'],not-mentioned,Economics & Finance,TecdeMonterreyX: Introducción a Matemáticas para Finanzas y Negocios,None,None,21552,59
2941,"Money Markets, ForeignExchange and Time Valueof Money…",https://www.edx.org/course/money-markets-foreign-exchange-and-time-value-of-m,https://prod-discovery.edx-cdn.org/media/course/image/234715cb-4c35-4e65-bf20-7044247f5f48-773181c5c401.jpg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$199 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"12,607",Economics & Finance,"NYIF: Money Markets, Foreign Exchange and Time Value of Money",4.6,5,20266,199
2942,MacroeconomicDiagnostics…,https://www.edx.org/course/macroeconomic-diagnostics,https://prod-discovery.edx-cdn.org/media/course/image/779833e9-588c-461d-bf1a-f969970bba15-01538d576052.jpg,['Intermediate'],['6–8 hours per week'],['6 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"23,983",Economics & Finance,IMFx: Macroeconomic Diagnostics,4.6,16,38464,25
2943,MacroeconometricForecasting…,https://www.edx.org/course/macroeconometric-forecasting-2,https://prod-discovery.edx-cdn.org/media/course/image/d59b1a00-52a2-499a-b4b0-ade02e78c117-893262ddd011.jpg,['Intermediate'],['8–10 hours per week'],['9 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"70,438",Economics & Finance,IMFx: Macroeconometric Forecasting,4.8,25,92318,25
2944,Análisis e interpretaciónde informacióneconómica y financiera…,https://www.edx.org/course/analisis-e-interpretacion-de-informacion-economica,https://prod-discovery.edx-cdn.org/media/course/image/7661fb76-9794-4f7a-b99b-5d3ca4917a42-0f2b59249039.png,['Intermediate'],['6–8 hours per week'],['5 Weeks'],['Español'],['Español'],['$49 USD'],['Pontificia Universidad Javeriana'],['https://www.edx.org/school/javerianax'],"6,613",Economics & Finance,JaverianaX: Análisis e interpretación de información económica y financiera,None,None,Unknown,49
2945,Risk Management andCredit Principles…,https://www.edx.org/course/risk-management-and-credit-principles,https://prod-discovery.edx-cdn.org/media/course/image/0a796b48-6754-4767-9e6a-d28bbde77561-8a14dac24d29.jpg,['Advanced'],['2–3 hours per week'],['6 Weeks'],['English'],['English'],['$199 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"9,463",Economics & Finance,NYIF: Risk Management and Credit Principles,4.7,7,17511,199
2946,Principles ofMicroeconomics: AnEconomist Way of Think……,https://www.edx.org/course/principles-of-microeconomics,https://prod-discovery.edx-cdn.org/media/course/image/c8c0bd36-acf6-4113-8bb6-7c5bde591af3-c6e03a7b72ab.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: Principles of Microeconomics: An Economist Way of Thinking,None,None,10043,129
2947,AP® Macroeconomics…,https://www.edx.org/course/ap-macroeconomics,https://prod-discovery.edx-cdn.org/media/course/image/e86b2730-39c8-48c2-ad00-037b3a8ed405-8a67238557eb.jpg,['Introductory'],['2–4 hours per week'],['18 Weeks'],['English'],['English'],['$49 USD'],['Davidson Next'],['https://www.edx.org/school/davidson-next'],"29,756",Economics & Finance,DavidsonNext: AP® Macroeconomics,None,None,Unknown,49
2948,Fundamentals of MarketStructure…,https://www.edx.org/course/fundamentals-of-market-structure,https://prod-discovery.edx-cdn.org/media/course/image/9cdfd053-edd7-43b0-b595-c73aa4beeaaa-ec54455e22d1.jpg,['Introductory'],['1–2 hours per week'],['1 Weeks'],['English'],['English'],['$25 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"32,349",Economics & Finance,NYIF: Fundamentals of Market Structure,None,None,40100,25
2949,"Financial Programmingand Policies, Part 2:Program Design…",https://www.edx.org/course/financial-programming-and-policies-part-2-progra-2,https://prod-discovery.edx-cdn.org/media/course/image/83299a57-879b-42df-952e-ad5bb1ce5fb9-5abbcfbb538c.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"19,603",Economics & Finance,"IMFx: Financial Programming and Policies, Part 2: Program Design",None,None,24314,25
2950,InternationalMacroeconomics…,https://www.edx.org/course/international-macroeconomics,https://prod-discovery.edx-cdn.org/media/course/image/d3546dd2-634d-4e23-b3fe-eae95b72e132-3a5fa1e1847f.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: International Macroeconomics,None,None,8709,249
2951,Pricing Options withMathematical Models…,https://www.edx.org/course/pricing-options-with-mathematical-models,https://prod-discovery.edx-cdn.org/media/course/image/986c6f19-a06f-4363-b157-1e95b09819a7-95df0dadac5c.jpg,['Advanced'],['8–10 hours per week'],['10 Weeks'],['English'],['English'],['$49 USD'],['Caltech'],['https://www.edx.org/school/caltechx'],"42,178",Economics & Finance,CaltechX: Pricing Options with Mathematical Models,None,None,Unknown,49
2952,Fundamentals ofFinancial Mathematicsand Capital Budgeting…,https://www.edx.org/course/fundamental-of-financial-mathematics-and-capital-budgeting,https://prod-discovery.edx-cdn.org/media/course/image/669905cf-e1eb-4a36-8d95-f6b6cfea1b2f-e412f02e016a.jpeg,['Introductory'],['1–2 hours per week'],['4 Weeks'],['English'],['English'],['$99 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"5,675",Economics & Finance,NYIF: Fundamentals of Financial Mathematics and Capital Budgeting,None,None,10799,99
2953,Mercados de capital yparticipantes claves…,https://www.edx.org/course/mercados-de-capital-y-participantes-claves,https://prod-discovery.edx-cdn.org/media/course/image/585324c2-7b0f-4216-9362-c8915033dc19-53aa9532329c.jpg,['Introductory'],['1–2 hours per week'],['2 Weeks'],['Español'],['Español'],['$49 USD'],['New York Institute of Finance'],['https://www.edx.org/school/new-york-institute-finance'],"7,395",Economics & Finance,NYIF: Mercados de capital y participantes claves,None,None,10577,49
2954,MacroeconomicsPerformance Indicators…,https://www.edx.org/course/macroeconomics-performance-indicators,https://prod-discovery.edx-cdn.org/media/course/image/5549df7b-e6e2-4480-8b2a-82d40a9564e3-9c48a242a39d.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: Macroeconomics Performance Indicators,None,None,6367,129
2955,Public Sector DebtStatistics…,https://www.edx.org/course/public-sector-debt-statistics,https://prod-discovery.edx-cdn.org/media/course/image/28f0fdfe-9985-4d8a-bcee-8bc80ac6a58f-d224562c66a0.jpg,['Intermediate'],['6–8 hours per week'],['6 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,IMFx: Public Sector Debt Statistics,None,None,6631,25
2956,"Programación y políticasfinancieras, Parte 1:Cuentas macroeconómi……",https://www.edx.org/course/programacion-y-politicas-financieras-parte-1-cue-2,https://prod-discovery.edx-cdn.org/media/course/image/c2d7d13e-8073-4213-b7f6-f0867238ca93-cf905ea4c4a8.jpg,['Intermediate'],['8–10 hours per week'],['6 Weeks'],['Español'],['Español'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"10,452",Economics & Finance,"IMFx: Programación y políticas financieras, Parte 1: Cuentas macroeconómicas y análisis",None,None,14038,25
2957,Islamic Finance andBanking…,https://www.edx.org/course/islamic-finance-and-banking,https://prod-discovery.edx-cdn.org/media/course/image/d133eda5-6161-4213-946e-cfb19d34d0b7-ed621c36370b.png,['Introductory'],['3–5 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],"8,764",None,None,None,None,None,None
2958,Macroeconomics Policy…,https://www.edx.org/course/macroeconomics-policy,https://prod-discovery.edx-cdn.org/media/course/image/c4d6f949-3d8f-4751-83e6-52a06ccbeec2-ba0cc10d8841.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: Macroeconomics Policy,None,None,Unknown,249
2959,Introducción alcrowdfunding…,https://www.edx.org/course/introduccion-al-crowdfunding,https://prod-discovery.edx-cdn.org/media/course/image/b551fa88-b4f6-429e-b1e5-44d1be7630bf-eaca232444c7.jpeg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['Español'],['Español'],['$29 USD'],['Universidades Anáhuac'],['https://www.edx.org/school/anahuacx'],not-mentioned,Economics & Finance,AnahuacX: Introducción al crowdfunding,None,None,Unknown,29
2960,"Programmation etPolitiques Financières,Première Partie: Analys……",https://www.edx.org/course/programmation-et-politiques-financieres-premiere-2,https://prod-discovery.edx-cdn.org/media/course/image/06a816fe-5a12-424c-84e3-d5c8f1a93641-3d056ed6b855.jpg,['Intermediate'],['8–10 hours per week'],['6 Weeks'],['Français'],['Français'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"9,829",Economics & Finance,"IMFx: Programmation et Politiques Financières, Première Partie: Analyse des Comptes Macroéconomiques",4.6,7,15096,25
2961,MacroeconomicManagement inResource-Rich Countries…,https://www.edx.org/course/macroeconomic-management-in-resource-rich-countrie,https://prod-discovery.edx-cdn.org/media/course/image/b2c517d0-7064-4afa-a7bb-448c024c0b60-5f02e265d455.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"9,237",Economics & Finance,IMFx: Macroeconomic Management in Resource-Rich Countries,None,None,12036,25
2962,Principles ofMicroeconomics:Competitive Markets…,https://www.edx.org/course/competitive-and-imperfectly-competitive-markets,https://prod-discovery.edx-cdn.org/media/course/image/57c3b2ca-c7d6-4e69-b8ca-480ec4553eea-016a49523dec.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: Principles of Microeconomics: Competitive Markets,None,None,Unknown,249
2963,RA-GAP VAT GapEstimation Model…,https://www.edx.org/course/ra-gap-vat-gap-estimation-model,https://prod-discovery.edx-cdn.org/media/course/image/ad4c1d22-e364-4aca-bc0b-2cb42a85f85d-478ddd911c7a.jpg,['Intermediate'],['6–8 hours per week'],['5 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,IMFx: RA-GAP VAT Gap Estimation Model,None,None,Unknown,25
2964,Principles ofMicroeconomics: SocialMicroeconomics…,https://www.edx.org/course/social-microeconomics,https://prod-discovery.edx-cdn.org/media/course/image/e08c6f6e-16af-4de3-bde3-a4e84c6c826d-ac69ae9dc38a.jpeg,['Intermediate'],['1–2 hours per week'],['6 Weeks'],['English'],['English'],['$149 USD'],['The University of Queensland'],['https://www.edx.org/school/uqx'],not-mentioned,Economics & Finance,UQx: Principles of Microeconomics: Social Microeconomics,None,None,Unknown,249
2965,"Islamic Banking:Principles, Practice andRisk Management…",https://www.edx.org/course/islamic-banking-principles-practice-and-risk-manag,https://prod-discovery.edx-cdn.org/media/course/image/2ce0598c-c097-4e64-a5a4-07faafc9836d-d01c143a491f.jpg,['Introductory'],['3–6 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],not-mentioned,None,None,None,None,None,None
2966,Energy Subsidy Reform…,https://www.edx.org/course/energy-subsidy-reform,https://prod-discovery.edx-cdn.org/media/course/image/af5ec6d2-a700-49a7-9d6d-4f1645fdfafb-c34c85fc4c3b.jpg,['Intermediate'],['6–8 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],"20,831",Economics & Finance,IMFx: Energy Subsidy Reform,None,None,23230,25
2967,"Programmation etpolitiques financières,deuxième partie : conce……",https://www.edx.org/course/programmation-et-politiques-financieres-deuxieme-p,https://prod-discovery.edx-cdn.org/media/course/image/fedca5e3-ace2-4855-b3d1-e9790d4327dd-7d1614d4ca5d.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['Français'],['Français'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,"IMFx: Programmation et politiques financières, deuxième partie : conception d’un programme",None,None,5613,25
2968,Gestionmacroéconomique dansles pays riches en resso……,https://www.edx.org/course/gestion-macroeconomique-dans-les-pays-riches-en-re,https://prod-discovery.edx-cdn.org/media/course/image/8f685f6c-c677-44c5-90e4-d0e7780f3c51-8327017a9b4b.jpg,['Intermediate'],['6–8 hours per week'],['7 Weeks'],['Français'],['Français'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,IMFx: Gestion macroéconomique dans les pays riches en ressources naturelles,None,None,Unknown,25
2969,إصلاح دعم الطاقة…,https://www.edx.org/course/slh-dm-ltq,https://prod-discovery.edx-cdn.org/media/course/image/75d3e3d3-d6e2-4ca5-8c7d-f12fd08a17d3-2765145efc28.jpg,['Intermediate'],['6–8 hours per week'],['4 Weeks'],['اللغة العربية'],['اللغة العربية'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,IMFx: إصلاح دعم الطاقة,None,None,Unknown,25
2970,Industrial Policy in the21st Century: TheChallenge for Africa…,https://www.edx.org/course/industrial-policy-in-the-21st-century-the-challeng,https://prod-discovery.edx-cdn.org/media/course/image/c73549de-a137-45bb-99d0-a9954efea30f-3d31aeda343c.jpg,['Advanced'],['2–4 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['SDG Academy'],['https://www.edx.org/school/sdgacademyx'],not-mentioned,Economics & Finance,SDGAcademyX: Industrial Policy in the 21st Century: The Challenge for Africa,None,None,Unknown,Unknown
2971,Understanding IslamicInsurance andInvestments…,https://www.edx.org/course/understanding-islamic-insurance-and-investments,https://prod-discovery.edx-cdn.org/media/course/image/3ba1de9d-fc5a-4758-a284-78626a5e3e4a-ba626cb8c306.jpg,['Introductory'],['3–6 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],not-mentioned,None,None,None,None,None,None
2972,"Финансовоепрограммирование иполитика, часть 1: макр……",https://www.edx.org/course/1,https://prod-discovery.edx-cdn.org/media/course/image/e4195b9f-52d8-4483-bbad-c377c296923c-87bc38496694.jpg,['Intermediate'],['8–10 hours per week'],['6 Weeks'],['Русский'],['Русский'],['$25 USD'],['The International Monetary Fund'],['https://www.edx.org/school/imfx'],not-mentioned,Economics & Finance,"IMFx: Финансовое программирование и политика, часть 1: макроэкономические счета и анализ",None,None,Unknown,25
2973,Islamic Finance andBanking: Modes ofFinance…,https://www.edx.org/course/islamic-finance-and-banking-modes-of-finance,https://prod-discovery.edx-cdn.org/media/course/image/88a843ea-b64d-4a65-9ab4-3ab34ed1ccf5-a29f91686597.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$49 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],"8,290",None,None,None,None,None,None
2974,Islamic Money Marketsand Sukuk…,https://www.edx.org/course/islamic-money-markets-and-sukuk,https://prod-discovery.edx-cdn.org/media/course/image/558561d3-2273-48f9-a28d-2707c15a7757-edd8b7955523.jpg,['Introductory'],['3–4 hours per week'],['4 Weeks'],['English'],['English'],['$25 USD'],['The Islamic Research and Training Institute'],['https://www.edx.org/school/irtix'],not-mentioned,Economics & Finance,IRTIx: Islamic Money Markets and Sukuk,None,None,Unknown,25
