course_title,url,price,num_subscribers,num_reviews,num_lectures,level,content_duration,published_timestamp,subject,rating,number_of_ratings,update_date,number_of_students,time_since_creation
How To Day Trade Just 1 Hour a Day,https://www.udemy.com/gaptradingcourse/,20,13,2,5,Intermediate Level,1.0,2016-12-31T02:59:33Z,Finance & Accounting,3.9,34.0,12/2016,464.0,8
Basics of Private Equity,https://www.udemy.com/basics-of-private-equity/,60,9,2,6,Intermediate Level,0.6666666666666666,2017-05-09T22:19:30Z,Finance & Accounting,3.5,56.0,6/2017,225.0,7
Curso Completo del Mercado FOREX,https://www.udemy.com/curso-completo-del-mercado-forex/,200,359,86,50,All Levels,5.5,2015-11-18T00:08:44Z,Finance & Accounting,3.9,490.0,1/2019,1801.0,9
６時間でインターバンク市場を攻略！最短距離でトレード基礎力,https://www.udemy.com/startforex/,35,280,40,54,All Levels,4.0,2015-11-10T00:22:05Z,Finance & Accounting,4.4,1728.2865544013123,11/2016,12469.926315789473,9
CURSO DE MATEMÁTICA FINANCEIRA - DE UM JEITO FÁCIL ★★★★★,https://www.udemy.com/matematica-financeira2/,95,401,67,20,All Levels,1.5,2013-07-23T20:45:33Z,Finance & Accounting,4.6,421.0,5/2019,2068.0,11
ビットコイン生態系｜既存通貨が主役をやめる日,https://www.udemy.com/bitcoin-ecosystem/,20,701,55,16,Beginner Level,1.5,2014-06-23T02:24:31Z,Finance & Accounting,3.7,1728.2865544013123,[自動],12469.926315789473,10
Trading Forex - Trader avec les figures harmoniques,https://www.udemy.com/trading-forex-trader-avec-les-figures-harmoniques/,90,57,11,23,Beginner Level,2.0,2017-03-31T22:44:53Z,Finance & Accounting,4.226798748696559,259.0,5/2024,1.0,7
Введение в Финансовую Инженерию,https://www.udemy.com/quantfinance101/,50,205,20,20,Beginner Level,5.0,2016-11-20T22:34:45Z,Finance & Accounting,3.9,57.0,11/2016,431.0,8
Tesouro Direto do Básico ao Avançado,https://www.udemy.com/tesouro-direto-passo-a-passo/,35,62,10,19,All Levels,1.0,2017-04-25T07:06:14Z,Finance & Accounting,4.3,845.0,12/2023,6484.0,7
資産運用の基礎を学ぶファイナンス入門,https://www.udemy.com/jun-sakai-trading-course5/,20,114,13,52,Beginner Level,4.0,2016-07-07T18:16:41Z,Finance & Accounting,4.3,1728.2865544013123,2/2020,12469.926315789473,8
Aprende a invertir y deja que tu dinero trabaje para ti,https://www.udemy.com/aprende-a-invertir-y-deja-que-tu-dinero-trabaje-para-ti/,145,789,68,95,All Levels,14.0,2014-03-03T09:52:27Z,Finance & Accounting,3.8,339.0,12/2018,2121.0,10
Buchführung für Anfänger gaaanz einfach! - Teil 1,https://www.udemy.com/buchfuehrung-lernen-leicht-gemacht/,40,446,39,70,Beginner Level,5.0,2016-06-13T19:07:19Z,Finance & Accounting,4.7,435.0,5/2024,1675.0,8
Master Your Finances: CashFlow Management and Forecasting,https://www.udemy.com/cashflow-management-and-forecasting/,20,16,2,10,All Levels,1.0,2014-09-22T04:57:47Z,Finance & Accounting,4.7,7.0,7/2023,55.0,10
CFA Corporate Finance Level 1 (Part 1),https://www.udemy.com/learn-cost-of-capital-of-business/,180,621,1,107,All Levels,14.5,2014-12-06T07:44:46Z,Finance & Accounting,4.0,48.0,6/2021,1077.0,10
Effective Debt Collection Strategies,https://www.udemy.com/effective-debt-collection/,40,5,2,16,Intermediate Level,1.5,2015-11-30T22:38:49Z,Finance & Accounting,4.6,254.0,11/2022,546.0,9
The Complete Guide to Forex Trading,https://www.udemy.com/the-complete-guide-to-forex-trading/,20,1329,12,33,All Levels,5.0,2017-02-05T16:14:41Z,Finance & Accounting,4.2,28.0,4/2017,1378.0,7
Seed Capital Mastery: Secure Your Startup's First Funding,https://www.udemy.com/startup-finance-small-business-loans-and-grants/,95,3360,12,34,All Levels,3.0,2015-03-15T20:29:17Z,Finance & Accounting,4.3,43.0,9/2023,17098.0,9
Technical Analysis 101: Master the Basics of Trading,https://www.udemy.com/master-the-basics-of-trading-through-support-and-resistance/,95,2688,61,50,All Levels,2.0,2015-05-13T22:54:25Z,Finance & Accounting,4.7,1365.0,1/2024,20010.0,9
Investing in Stocks? Master The Art of Covered Calls Selling,https://www.udemy.com/dont-leave-money-on-the-table-sell-covered-calls/,80,1095,17,35,All Levels,3.0,2016-07-28T00:32:48Z,Finance & Accounting,4.2,54.0,8/2016,1244.0,8
How to Trade Binary Options Effectively – All Levels,https://www.udemy.com/trade-binary-options/,195,1680,39,17,All Levels,1.0,2016-01-27T17:51:25Z,Finance & Accounting,2.7,50.0,6/2016,1781.0,8
Forex Trading using professional indicators by TOP traders,https://www.udemy.com/forex-trading-using-professional-indicators-by-top-traders/,200,1699,40,28,All Levels,3.5,2015-07-07T20:37:59Z,Finance & Accounting,4.1,128.0,7/2015,2150.0,9
Corporate Finance 101: Equity Valuation,https://www.udemy.com/corp-fin-101-equity-valuation/,50,1071,14,50,All Levels,6.0,2016-03-29T19:40:05Z,Finance & Accounting,3.6,72.0,8/2016,2880.0,8
Forex Trading - Learn An Effective Forex Trading Strategy,https://www.udemy.com/forex-trading-strategy-technical-analysis/,95,223,34,16,All Levels,1.5,2016-12-14T22:45:02Z,Finance & Accounting,3.5,85.0,4/2017,428.0,8
Navigate the 10-K and Other Financial Reports,https://www.udemy.com/navigate-the-10-k-and-other-financial-reports/,40,653,55,20,All Levels,2.5,2014-11-08T18:50:53Z,Finance & Accounting,4.2,98.0,9/2014,783.0,10
Bitcoin - The Complete Guide,https://www.udemy.com/bitcoin-the-complete-guide/,20,2281,12,24,All Levels,5.5,2014-07-04T00:45:03Z,Finance & Accounting,4.0,20.0,7/2014,2309.0,10
Forex Breakout Profits: The Definitive Guide,https://www.udemy.com/forex-breakout-profits-the-definitive-guide/,25,521,60,27,All Levels,2.5,2014-11-30T19:52:37Z,Finance & Accounting,4.8,127.0,12/2014,780.0,10
Learn to Trade With Fibonacci Tools,https://www.udemy.com/learn-to-trade-with-fibonacci-tools/,30,252,45,30,Intermediate Level,4.0,2016-08-17T20:24:38Z,Finance & Accounting,4.3,454.0,8/2016,2176.0,8
"Investing Internationally into Real Estate, Stocks and Bonds",https://www.udemy.com/investing-internationally-into-real-estate-stocks-and-bonds/,200,1101,14,37,All Levels,2.0,2016-01-27T18:40:25Z,Finance & Accounting,3.5,24.0,1/2017,1171.0,8
From 0 to 1: Bond Theory and Valuation,https://www.udemy.com/from-0-to-1-bond-theory-and-valuation/,50,223,2,29,Beginner Level,4.0,2017-05-02T05:53:56Z,Finance & Accounting,4.6,25.0,5/2017,1535.0,7
UK Self Assessment Tax Return Filing Online,https://www.udemy.com/uk-tax-return/,20,23,7,6,All Levels,0.4666666666666667,2015-12-07T18:36:33Z,Finance & Accounting,3.5,42.0,5/2017,176.0,9
CFA® Level 1 2014 – Financial Reporting and Analysis,https://www.udemy.com/cfa-level1-fra/,50,152,2,102,All Levels,10.0,2015-02-26T08:48:32Z,Finance & Accounting,4.6,3.0,3/2015,167.0,9
Financial Risk Manager (FRM) Certification: Level I,https://www.udemy.com/financial-risk-manager-frm-certification-level-i/,50,87,25,113,All Levels,24.0,2013-10-26T12:54:58Z,Finance & Accounting,3.1,145.0,10/2013,510.0,11
Excel 4 Accounting & Bookkeeping - Master Lookup Functions,https://www.udemy.com/excel-4-accountants-bookkeepers-master-lookup-fuctions/,35,2638,140,12,All Levels,1.0,2016-02-13T03:19:09Z,Finance & Accounting,4.9,195.0,11/2017,2863.0,8
Cashflow Management for Small Businesses: A How To Guide,https://www.udemy.com/cashflow-management-for-small-businesses-a-how-to-guide/,25,2914,11,5,All Levels,0.6166666666666667,2016-06-13T14:39:21Z,Finance & Accounting,3.7,50.0,6/2016,3491.0,8
Advanced Butterfly Spreads - High Reward Options Strategies,https://www.udemy.com/advanced-butterfly-spread-option-strategies/,60,16,1,8,Expert Level,1.0,2017-07-04T18:08:01Z,Finance & Accounting,4.3,66.0,9/2021,476.0,7
Finance for Non-Finance: Learn Quick and Easy,https://www.udemy.com/finance-for-non-financials-make-profitable-decisions/,20,4158,51,30,Beginner Level,2.5,2016-02-25T21:48:39Z,Finance & Accounting,4.5,16163.0,2/2016,42639.0,8
Financial Ratios Using Excel,https://www.udemy.com/financialratios/,100,1223,14,29,Beginner Level,1.0,2017-03-07T23:10:03Z,Finance & Accounting,4.5,57.0,7/2017,1601.0,7
10. Bonds and Bond Pricing,https://www.udemy.com/bonds-and-bond-pricing/,20,308,4,10,All Levels,1.0,2014-02-11T18:11:55Z,Finance & Accounting,4.1,1728.2865544013123,Unknown,590.0,10
The Fundamentals Of Finance For Non-Finance Professionals,https://www.udemy.com/finance-for-nonfinance/,40,206,3,7,All Levels,1.5,2016-05-18T16:02:21Z,Finance & Accounting,4.0,63.0,11/2023,434.0,8
The Truths about (in)secure Retirement,https://www.udemy.com/retirement-planning-calculator/,200,86,6,32,Intermediate Level,4.5,2016-10-03T18:42:18Z,Finance & Accounting,3.8,19.0,4/2020,160.0,8
Learn How to File Taxes for Uber and Lyft Drivers,https://www.udemy.com/learn-how-to-file-taxes-from-uber-lyft/,40,294,5,25,All Levels,2.0,2015-02-12T06:17:10Z,Finance & Accounting,3.7,6.0,2/2016,309.0,9
Learn the Basics of the Wave Principle:,https://www.udemy.com/the-basics-of-the-wave-principle/,30,27,4,10,Beginner Level,1.5,2015-07-02T00:12:02Z,Finance & Accounting,4.2,57.0,9/2015,251.0,9
Start Trading Stocks Using Technical Analysis! Part 2,https://www.udemy.com/start-trading-stocks-using-technical-analysis-part-2/,95,94,11,25,All Levels,2.0,2017-05-23T00:20:02Z,Finance & Accounting,4.6,1538.0,5/2017,8678.0,7
Learn to trade Candlestick Patterns,https://www.udemy.com/learn-to-trade-candlestick-patterns/,20,155,23,22,Intermediate Level,1.5,2016-08-16T23:58:31Z,Finance & Accounting,4.1,423.0,8/2016,1470.0,8
The Art Of Financial Valuation With Certificate,https://www.udemy.com/learn-how-to-think-like-a-financier-leadership-in-finance/,20,3372,12,12,All Levels,2.0,2013-09-29T23:52:54Z,Finance & Accounting,3.2,26.0,1/2014,3650.0,11
"Economics: Competition, Elasticity, a little Game Theory",https://www.udemy.com/micro-econ-game-theory/,50,1008,14,42,All Levels,6.0,2016-04-12T15:12:18Z,Finance & Accounting,4.5,54.0,4/2016,2734.0,8
Invest Like a Pro!,https://www.udemy.com/mastering-darvas-trade-like-a-pro-on-the-stock-market/,200,1173,22,15,Beginner Level,2.5,2015-12-29T18:56:44Z,Finance & Accounting,4.4,39.0,1/2017,1275.0,9
ACCA FA1 Recording Financial Transactions,https://www.udemy.com/acca-fa1-recording-financial-transactions/,50,49,8,27,Beginner Level,3.5,2015-07-14T23:01:39Z,Finance & Accounting,4.2,539.0,8/2015,1919.0,9
CFA® Level 1 2014 – Portfolio Management,https://www.udemy.com/portfolio-management-cfa-level-1/,40,124,2,10,All Levels,2.0,2015-03-02T01:46:14Z,Finance & Accounting,4.3,4.0,3/2015,145.0,9
Small Business and Managerial Accounting Training Tutorial,https://www.udemy.com/small-business-and-managerial-accounting-training-tutorial/,20,117,3,71,Beginner Level,3.5,2013-06-19T17:52:07Z,Finance & Accounting,3.8,21.0,6/2013,256.0,11
Bank Reconciliation & VAT on Excel,https://www.udemy.com/bank-reconciliation-vat-on-excel/,20,30,5,19,All Levels,1.5,2014-09-22T04:56:43Z,Finance & Accounting,4.4,152.0,7/2021,595.0,10
How To Trade Commodity Futures for a Living,https://www.udemy.com/futures-day-trade-course/,95,91,5,28,All Levels,5.0,2015-08-28T23:47:29Z,Finance & Accounting,3.5,121.0,1/2016,1121.0,9
FX Commodity Chart Trading Patterns for Success,https://www.udemy.com/fx-commodity-chart-patterns-mt4-platform/,50,83,10,15,All Levels,2.5,2015-07-19T19:23:14Z,Finance & Accounting,4.4,21.0,7/2015,250.0,9
Forex Elite Trading,https://www.udemy.com/elite-forex-trading-system-beginners-to-intermediate-traders/,85,623,7,22,All Levels,6.0,2013-10-18T16:06:44Z,Finance & Accounting,3.3,12.0,10/2013,644.0,11
Understanding Financial Statements,https://www.udemy.com/understanding-financial-statements/,25,0,0,10,All Levels,1.0,2016-12-15T14:56:17Z,Finance & Accounting,4.7,46.0,12/2016,143.0,8
Planning and Executing a Financial Statement Audit,https://www.udemy.com/planning-executing-financial-statement-audit/,50,0,0,9,Intermediate Level,2.0,2017-06-29T23:18:51Z,Finance & Accounting,3.5,171.0,6/2017,676.0,7
Basic Bookkeeping,https://www.udemy.com/basic-bookkeeping-course/,35,0,0,12,Beginner Level,0.7333333333333333,2017-05-23T16:20:18Z,Finance & Accounting,4.3,34.0,5/2017,98.0,7
60 Minutes to Fundamental Accounting Skills,https://www.udemy.com/60-minute-fundamental-accounting-skills/,75,0,0,9,Beginner Level,2.5,2017-06-28T21:55:29Z,Finance & Accounting,4.6,372.0,6/2017,1511.0,7
Time Value of Money: Different Dimensions of Value of Money,https://www.udemy.com/essentials-of-money-value/,20,0,0,20,All Levels,0.6166666666666667,2016-05-16T18:28:30Z,Finance & Accounting,0.0,0.0,8/2023,0.0,8
"Backspreads, Diagonals and Butterflies - Advanced Strategies",https://www.udemy.com/calendars-diagonals-butterfly-spreads/,60,737,41,10,Expert Level,2.0,2013-03-03T22:15:18Z,Finance & Accounting,4.6,131.0,12/2019,1584.0,11
Trade Forex 13 Patterns - Golden Ratios Secret Revealed,https://www.udemy.com/forex-13-patterns-trade-with-precision/,200,554,63,44,All Levels,4.0,2015-01-10T13:49:22Z,Finance & Accounting,4.2,233.0,2/2018,1708.0,9
Weekly Options and study of Options expiration dynamics,https://www.udemy.com/weekly-options/,60,779,56,6,Expert Level,1.0,2013-03-08T12:22:12Z,Finance & Accounting,4.3,425.0,12/2019,3951.0,11
Stock Market Option Trading: How To Sell Options For Premium,https://www.udemy.com/make-a-steady-monthly-income-selling-stock-options/,200,1909,8,19,Intermediate Level,2.0,2015-02-08T20:06:08Z,Finance & Accounting,3.9,31.0,10/2016,2042.0,9
Straddles and Strangles - Volatility moves in any direction,https://www.udemy.com/straddles-and-strangles/,60,775,54,11,Expert Level,1.5,2013-03-12T12:30:40Z,Finance & Accounting,4.3,311.0,12/2019,3071.0,11
Options Spreads Bundle- the heart of Options Trading,https://www.udemy.com/options-spreads-explained/,120,623,43,8,Intermediate Level,2.5,2013-02-19T15:04:46Z,Finance & Accounting,5.0,164.0,12/2019,1468.0,11
Seeing the Big Picture: Understanding Financial Statements,https://www.udemy.com/seeing-the-big-picture-financial-statements-made-easy/,50,885,69,14,All Levels,0.7166666666666667,2015-01-07T21:40:43Z,Finance & Accounting,4.6,3314.0,1/2015,10808.0,9
Create Your Own Automated Stock Trading Robot In EXCEL!,https://www.udemy.com/automated-trading-excel/,150,461,45,44,All Levels,5.0,2015-12-09T18:35:24Z,Finance & Accounting,4.2,339.0,2/2021,2838.0,9
Learn Call Options and Put Options - Introduction to Options,https://www.udemy.com/learn-options-trading-introduction-call-put-options/,60,1017,74,20,Beginner Level,3.0,2013-02-15T20:43:11Z,Finance & Accounting,4.1,214.0,12/2019,1580.0,11
Double Entry Bookkeeping,https://www.udemy.com/double-entry-bookkeeping/,50,440,17,10,Beginner Level,1.0,2016-06-15T18:23:18Z,Finance & Accounting,4.1,65.0,6/2016,584.0,8
Succeed at Options Even If You Don't Know Where to Start,https://www.udemy.com/succeed-at-options-even-if-you-dont-know-where-to-start/,200,36,1,12,All Levels,1.5,2017-04-17T18:00:13Z,Finance & Accounting,4.2,16.0,4/2017,106.0,7
Analysis and Evaluation of Economic Feasibility of Projects,https://www.udemy.com/feasibility-study/,100,10,1,8,Intermediate Level,1.0,2016-12-19T14:47:22Z,Finance & Accounting,3.5,49.0,12/2016,205.0,8
Technical Analysis: Understanding Price Action,https://www.udemy.com/technical-analysis-understanding-price-action/,45,39,6,37,All Levels,3.0,2016-08-26T22:57:33Z,Finance & Accounting,3.8,32.0,9/2017,162.0,8
Basel II,https://www.udemy.com/basel-ii/,50,78,6,57,All Levels,3.5,2014-03-06T07:16:03Z,Finance & Accounting,3.7,35.0,3/2015,160.0,10
Forex Trading Plan,https://www.udemy.com/forex-trading-plan/,50,21,3,24,All Levels,0.7,2016-02-13T05:53:11Z,Finance & Accounting,3.2,14.0,2/2016,84.0,8
Learn Financial Modeling from Scratch - Part1,https://www.udemy.com/learn-financial-modeling-part1/,50,7,4,29,All Levels,3.5,2016-04-06T18:00:04Z,Finance & Accounting,4.3,15.0,4/2016,32.0,8
Introduction to Small Business Accounting Training Tutorial,https://www.udemy.com/introduction-to-small-business-accounting-training-tutorial/,25,168,9,75,Beginner Level,3.5,2013-01-09T02:57:25Z,Finance & Accounting,4.4,133.0,6/2013,871.0,11
Financial Budgeting and Forecasting In Excel Complete Course,https://www.udemy.com/financial-modeling-in-excel-for-startups/,50,1334,86,54,Beginner Level,6.0,2014-01-05T03:44:26Z,Finance & Accounting,4.4,860.0,10/2022,6695.0,10
Build a Trading Comps Valuation Model,https://www.udemy.com/build-a-trading-comps-valuation-model/,50,1032,60,55,All Levels,7.0,2014-10-01T18:49:52Z,Finance & Accounting,3.9,113.0,9/2014,1234.0,10
"Intro to Commercial Credit Analysis, Credit Risk and Lending",https://www.udemy.com/commercial-credit-analysis/,50,545,48,42,All Levels,7.5,2014-03-12T12:26:44Z,Finance & Accounting,4.4,2830.0,12/2023,11328.0,10
Essential Finance For Managers,https://www.udemy.com/finance-for-managers/,25,663,10,79,All Levels,5.5,2015-04-16T20:10:00Z,Finance & Accounting,4.2,39.0,6/2015,839.0,9
ProTrader - Advanced Technical Analysis,https://www.udemy.com/protrader-advanced-technical-analysis/,125,825,11,34,All Levels,2.0,2016-08-22T23:31:48Z,Finance & Accounting,3.6,15.0,8/2016,873.0,8
Bagger Profit 118% performance Forex ALGO with no indicator,https://www.udemy.com/forex-robot-trading/,120,357,71,20,All Levels,2.0,2016-05-03T19:04:41Z,Finance & Accounting,4.0,100.0,12/2022,464.0,8
"Financial Accounting, its Cycle, Statements and Analysis",https://www.udemy.com/financial-accounting-in-360-minutes/,20,853,4,35,Beginner Level,5.0,2016-03-08T16:40:40Z,Finance & Accounting,3.7,16.0,9/2017,909.0,8
Understanding Yield Curve Dynamics and Market Applications,https://www.udemy.com/yield-curve-dynamics/,50,397,24,19,All Levels,3.0,2014-03-12T14:54:48Z,Finance & Accounting,4.8,537.0,10/2023,3675.0,10
Value Investing and Stock Market Fundamentals,https://www.udemy.com/value-investing-and-stock-market-fundamentals/,195,74,8,17,Beginner Level,3.0,2016-04-07T18:10:31Z,Finance & Accounting,3.4,25.0,11/2021,1135.0,8
Media Training for Financial Service Professionals,https://www.udemy.com/media-training-for-financial-service-professionals/,20,1254,2,64,All Levels,7.0,2014-12-11T21:14:18Z,Finance & Accounting,4.0,48.0,10/2023,24057.0,10
Forex - Price action Reversal Strategy,https://www.udemy.com/forex-price-action-reversal-strategy/,20,38,6,16,All Levels,1.0,2016-07-04T21:31:45Z,Finance & Accounting,4.6,19.0,7/2016,96.0,8
Budget preparation for an EU project proposal,https://www.udemy.com/budget-preparation-for-an-eu-project-proposal/,50,18,4,5,Intermediate Level,1.0,2015-06-01T23:05:51Z,Finance & Accounting,4.3,30.0,6/2015,104.0,9
Stock Trading: Insider Tips For Determining Market Direction,https://www.udemy.com/stock-trading-stock-market-direction/,95,104,1,11,All Levels,1.0,2015-07-07T23:04:36Z,Finance & Accounting,3.2,9.0,7/2015,151.0,9
TopTrader Academy - Complete Options Course,https://www.udemy.com/toptraderacademy-complete-options-course/,150,42,1,11,All Levels,3.0,2016-09-13T22:09:05Z,Finance & Accounting,4.4,2.0,5/2017,63.0,8
Fixed Income Valuation and Analysis,https://www.udemy.com/fixed-income-simplified-for-cfa-l2/,20,50,6,12,All Levels,3.0,2016-01-04T21:01:48Z,Finance & Accounting,3.6,86.0,1/2016,598.0,8
Corporation Tax Returns UK,https://www.udemy.com/corporation-tax-returns-uk/,50,100,23,25,All Levels,2.0,2015-07-23T19:21:21Z,Finance & Accounting,3.4,108.0,5/2017,527.0,9
Trading For Busy People,https://www.udemy.com/trading-for-busy-people/,50,99,12,26,All Levels,3.0,2015-07-06T22:22:25Z,Finance & Accounting,4.0,29.0,2/2016,217.0,9
Stock Markets: How I Became Rich By Changing How I Trade,https://www.udemy.com/become-wealthy-trading-in-the-stock-market/,20,646,6,17,All Levels,1.0,2015-09-13T18:57:32Z,Finance & Accounting,4.0,12.0,9/2015,694.0,9
Learn About Bitcoin and Bitcoin Mining,https://www.udemy.com/learn-about-bitcoin-and-bitcoin-mining/,20,520,10,9,Beginner Level,0.5333333333333333,2015-05-01T23:05:13Z,Finance & Accounting,2.9,39.0,5/2015,653.0,9
Cost Accounting and Financial Management - A Complete Study,https://www.udemy.com/cost-accounting-and-financial-management-a-complete-study/,150,452,14,444,All Levels,45.0,2016-03-04T17:04:28Z,Finance & Accounting,4.6,305.0,8/2021,2330.0,8
Learn Global Macro Trading & Investing for Retail Investor,https://www.udemy.com/gms-soros/,75,178,16,27,All Levels,1.5,2016-07-15T18:23:38Z,Finance & Accounting,3.2,35.0,4/2020,292.0,8
إحترف مجال تداول الفوركس من الألف الى الياء,https://www.udemy.com/wiqvfsmc/,100,12,4,17,Intermediate Level,2.5,2017-05-17T16:04:00Z,Finance & Accounting,2.9,47.0,5/2017,146.0,7
